Reviewer_Name,Stars,title,review,Unnamed: 4,Unnamed: 5,Unnamed: 6,Sentiment
neil watt,1.0 out of 5 stars,,Rubbish sorry,,,,negative
stevebar66,1.0 out of 5 stars,won't open,This app is awful! It takes an eternity to open on my 4k firestick and sometimes it won't open at all then I have to exit and reopen the app and then try again. PLEASE FIX THIS !!! Also the picture isn't as good as either Hulu or YouTube tv!,,,,negative
M. Soto,1.0 out of 5 stars,Very limited availability,Seems like a relatively good service at a very low price but it has very limited availability. Not available in my area.,,,,negative
ray,1.0 out of 5 stars,Bad,Not a good app,,,,negative
Austin P.,3.0 out of 5 stars,"Good Alternative to Cable Boxes, but buggy","The app runs fine most of the time on my Fire Stick in the living room. But on my TV in the bedroom with Fire TV built in, every other day or so, when I go to bed and turn the TV on and open the app, the stream itself won't load. It'll just show the menu with a black screen, and I have to force close the app and reopen it. It's a minor inconvenience, but still a fairly irritating bug.",,,,negative
MJ,1.0 out of 5 stars,Not really free,App asked to call right away after download without any opportunity to see what the app contained. I deleted app immediately after download.Â  Not interested in checking this out at all.,,,,negative
Roy Rodgerson,1.0 out of 5 stars,Don't click on this app unless you want to buy its service. Instant entitlement.,Clicked on it to take a look at what it's about and it downloads on my account. Now I want it removed. And cant figure out how. That's bull. I removed it from my fire stick. But here it is on my account.,,,,negative
Raven,1.0 out of 5 stars,This is not a free streaming app & I'm unable to delete it.,This isnât an app available in my area. It is a cable service.Â  It is downloaded but cannot function. There is no way to delete it. .,,,,negative
Stephen C.,3.0 out of 5 stars,I'm not submitting my private information for this app!!,I refuse to input my information before testing this app!!!!!!,,,,negative
BG0411,3.0 out of 5 stars,Didn't work for me,I was trying to download Spectrum to my older Samsung TV. This didn't help.,,,,negative
Ernest E Spencer,1.0 out of 5 stars,does not service california,Could not sign in call the numberÂ  was informed theyÂ  no longer service California,,,,negative
Amandapandabear,1.0 out of 5 stars,Iâm not sure what this is,Iâm not sure. I donât remember ever using this.,,,,negative
Paul Jadlowski,2.0 out of 5 stars,Doesn't work with cable companies,Did not work well with Spectrum,,,,negative
Mitchell,5.0 out of 5 stars,No complaints in Texas,I have had no problem with this item,,,,negative
hunter2100,3.0 out of 5 stars,Not impressed,Didnt find much I liked,,,,negative
DENEE Taylor,1.0 out of 5 stars,Misleading App/Product,Not what I wanted and the product is misleading,,,,negative
Amazon Customer,1.0 out of 5 stars,UNUSABLE on my Fire stick,UNUSABLE on my Fire stick,,,,negative
Amazon Customer,3.0 out of 5 stars,"Yeah, but..",This app lags and not what I expected,,,,negative
Darryl Rowe,1.0 out of 5 stars,trying to add spectrum app.... worthless,"now i have to worry about cancelling after ""TRIAL"" period runsout .WHERE IS THE CANCEL BUTTON?",,,,negative
Manuel E. Gonzalez,3.0 out of 5 stars,Needs work,Did not fit my needs.,,,,negative
Jon Manasco,1.0 out of 5 stars,Didnât work.,Tried streaming through the fire stick.Â  Didnât work.Â  Never worked.,,,,negative
jeff belmer,1.0 out of 5 stars,Doesn't work.,No it sucked it didn't work.,,,,negative
J Marks,1.0 out of 5 stars,Run!!!!,The app is stuck on my tv and won't delete. Don't select this app!,,,,negative
sonia chavez,1.0 out of 5 stars,Atinen like it,Awful not good awful,,,,negative
Richard M,1.0 out of 5 stars,Garbage!,Waste of time,,,,negative
robin deleon,1.0 out of 5 stars,NEVER could log on to view it,No would NOT let me sign on accept my password or even reset it. I want to cancel the service. Never got to watch it.,,,,negative
Amber Waits,1.0 out of 5 stars,Compatibility,It's not compatible with my fire stick anymore,,,,negative
Bernadette McGinnis,1.0 out of 5 stars,It didn't work,It didn't work and I was charged$4.99 for the 3 day free trial... so sick of being ripped off,,,,negative
Dawn Sarmiento,1.0 out of 5 stars,I wish it was free,Oh I did not watch it I deleted I have to pay for it not free,,,,negative
Jay Dee,1.0 out of 5 stars,Not working,HORRIBLE SERVICE ð,,,,negative
Rhonda White-Lee,1.0 out of 5 stars,Don't work,Would not work. I hope I don't get charged. It does not give a option to cancel.,,,,negative
Amazon Customer,1.0 out of 5 stars,Disappointed,Dislike could watch what I wanted.,,,,negative
Aria barrera,1.0 out of 5 stars,Doesnât work,Uhhh yeah this sucks. Doesnât really work,,,,negative
James Frazier,1.0 out of 5 stars,No good channels,Didn't see no good shows on this site,,,,negative
Tom,1.0 out of 5 stars,Make sure on what you are getting,Another mistake on me,,,,negative
Roberta Boyd,1.0 out of 5 stars,Limitations,Did not work with my Fire TV.,,,,negative
Julie Pierce,1.0 out of 5 stars,I DID NOT order this app!,"Not sure how this got ordered, but it was NOT Me!",,,,negative
Sherryl,1.0 out of 5 stars,I did not order! Roommate did.,I was not happy!,,,,negative
tina walters pruitt,1.0 out of 5 stars,Vintage movie channel,"All old movies vintage cartoons and sitcoms, just not what Iâm interested in",,,,negative
linda r webb,1.0 out of 5 stars,Old,Dislike this channel,,,,negative
DeLen K Starling,1.0 out of 5 stars,don't bother,Kept crashing every time I searched.Â  Not even worth the download,,,,negative
Eric Forman,1.0 out of 5 stars,A mess,Not a good channel,,,,negative
Chuck,1.0 out of 5 stars,2069,Lousy selection.,,,,negative
FFFanatic,5.0 out of 5 stars,For Lovers of Trash!,Trash is King here! Hard to find ultra trashy stuff from oldies to modern.. cracks me up everytime.,,,,negative
Lucy,1.0 out of 5 stars,Needs Better selection of movies I know there out there,Not a good selection of movies most seem to be foreign films,,,,negative
Leave me alone,3.0 out of 5 stars,Just ok,Ok nothing great,,,,negative
Pam Sturgeon,1.0 out of 5 stars,It's stupid. Uselessl,Stupid and useless,,,,negative
raymond diehl,2.0 out of 5 stars,Donât bother to download,Poor selection,,,,negative
sharron gardner,1.0 out of 5 stars,didn't Ike it,not interesting,,,,negative
CherylT,1.0 out of 5 stars,Gross,Not what I thought it was. I thought it would be Quentin Tarantino movies and Grindhouse or Rob Zombie movies. Trust me that was not the case,,,,negative
Amazon Customer,2.0 out of 5 stars,waste of time,Trashy Movies Channel does not even deliver well on cheesy movies to kill an afternoon.,,,,negative
Rocco Ballato,1.0 out of 5 stars,Like kindergarten classes making an app?,This is got to be the worst app I've ever seen in my life I canceled subscription 1 hour after downloading still charged by Prime account currently on hold because of it how to spend $700 on eBay over a $3 Genki app that looks like it was made in somebody's basement with less than 50 movies in analog quality,,,,negative
Bob the Body Man,1.0 out of 5 stars,Sucks,Sucks,,,,negative
fretchick,1.0 out of 5 stars,Yikes!,Pushed something while browsing though channels and now canât get this off. Canât say if itâs good or bad. I only know I donât want it.,,,,negative
LONNIE SMITH,1.0 out of 5 stars,You have to pay a rental fee.,Did not use. It's not a free app.,,,,negative
Hope,1.0 out of 5 stars,Trash,Accidentally clicked on this and writing review to get this off my order page.Â  I deleted as soon as it loaded.,,,,negative
Gammia,1.0 out of 5 stars,Not worth even downloading,Poor quality deleted it,,,,negative
Jeremiah L. Olson,2.0 out of 5 stars,Just old trashy movies,Nothing too exciting here. Just mostly old trashy movies!,,,,negative
jon surette,1.0 out of 5 stars,Terrible,Terrible,,,,negative
Old man,1.0 out of 5 stars,Not worth free.,Very limited collection of crappy movies.,,,,negative
Marian Columbus Morrow,1.0 out of 5 stars,"Yes, very trashy",Awful movies,,,,negative
Brian O'Callaghan,1.0 out of 5 stars,Trashy Movies Channel is just TRASH,Terrible choices offered,,,,negative
John Booth,1.0 out of 5 stars,Donât bother,Not really worth wasting my time on this.Â  Nothing worth watching,,,,negative
Janet Roberts,1.0 out of 5 stars,Useless,Useless,,,,negative
Char,1.0 out of 5 stars,I DID NOT ORDER THIS! PLEASE TAKE IT AWAY...,i DON'T WANT THIS. i NEVER PORDERED IT... pLEASE CHECK IF SOMEONE ELSE USED MY ACCOUNT...,,,,negative
Sami Jo,1.0 out of 5 stars,Sucks,Sucks,,,,negative
T.R.P.C.,4.0 out of 5 stars,This is the correct name for channel,"Viewed several movies and watched one all the way through.Â  If you don't laugh at some of these, you will probably cry and turn them off.Â  These are the movies that didn't even make the ""B"" list.Â  If you have the time, if would be fun to see some of these.",,,,negative
Kimberly O.,1.0 out of 5 stars,Didn't care for anything offered.,Wasn't familiar with any of it. Don't like to think outside the box at home. Haft to do that enough at work.,,,,negative
Pallav Chandra Mukherjee,1.0 out of 5 stars,2 people found this helpful,Worst,,,,negative
IAS,1.0 out of 5 stars,,fake,,,,negative
mollyknew,1.0 out of 5 stars,,Not very good content,,,,negative
Judy Warren,1.0 out of 5 stars,5 people found this helpful,"My husband added this and now it just keeps popping up even though it has been uninstalled, removed from the cloud and deleted. Very annoying",,,,negative
Botanique,1.0 out of 5 stars,3 people found this helpful,Pretty much nothing here you can't see for free on Tubi.....do you really need to PAY to watch bad movies?Â  The interface is pretty bad.Â  Filtering for those few free movies is hit and miss.,,,,negative
Greg Johnson,1.0 out of 5 stars,One person found this helpful,"I ended up buying this app by mistake by selecting a movie listed as without adds thinking that I would see some details about the movie but No!"" it just signed me up (with automatic monthly renewals- which was hard to figure out how to turn off but that's another complaint) - no screen saying ""are you sure you want to purchase this app?'. I've since turned off in-app purchases - which I thought I had already done...",,,,negative
Robert Brown,1.0 out of 5 stars,One person found this helpful,"Not sure why someone even wasted their time making that app.Â  I was expecting those classic trashy 70's films, but most of it are films that people filmed in their own garages.",,,,negative
STORM,1.0 out of 5 stars,One person found this helpful,Worst of the worst (and I don't mean Classic awful movies).Â  Don't bother.,,,,negative
Tim,1.0 out of 5 stars,,Itâs really bad,,,,negative
Lawrence Desjarlais,1.0 out of 5 stars,,not worth the troublejust as the title saysits trashy,,,,negative
Bob Grant,1.0 out of 5 stars,3 people found this helpful,Nothing of interest and terrible picture quality on large screen tv,,,,negative
Boba Phil,1.0 out of 5 stars,One person found this helpful,"It constantly crashed, rarely played any movies and the overall choice of movies wasn't the best, and I'm a B Movie fan.",,,,negative
Patrick Gregory,1.0 out of 5 stars,,"Almost no movies, and those they have are too bad even to be called trashy.",,,,negative
stephen mccormick,3.0 out of 5 stars,,I did not like it,,,,negative
Ryan Henry,1.0 out of 5 stars,,Not that great,,,,negative
Fashion lover,1.0 out of 5 stars,Totally fake,Totally fake. First said I was 43 then 34 then 21 and I'm only 11,,,,negative
BrianFromNY,1.0 out of 5 stars,Only for the childish at heart:,This app is a waste of time.Â  Fingerprints can not determine age.,,,,negative
Kahmar,1.0 out of 5 stars,no,Retarded,,,,negative
Lola Register,1.0 out of 5 stars,stupid app ever,This piece of crap is stupid. I just turned 10.it said I was 18 16 34 28. Stupid stupid crap.,,,,negative
marlishacaldwell,1.0 out of 5 stars,it dpesnt work,"I tried this app 5 times it said that I was 34,46,&24I am 12 this app is awful.",,,,negative
Wow,3.0 out of 5 stars,WTF,I'm 8 it said I was 23 & 67 WTF,,,,negative
Zac F.,1.0 out of 5 stars,DON'T DOWNLOAD!!!,"This sucked it doesn't even work. I'm 13 years old and the closest it got to my age was 26! Do not download, not worth it. I even tried all of my fingers, still nothing.",,,,negative
Kimberly,1.0 out of 5 stars,Terrible! I can put my thumb on it and ...,Terrible! I can put my thumb on it and every time it gives me a different age.Â  (Never the right age either),,,,negative
KatG,1.0 out of 5 stars,One Star,WASTE OF SPACE,,,,negative
Leca Grace,1.0 out of 5 stars,One Star,waste of space and doesn't work,,,,negative
Melissa Wilde,1.0 out of 5 stars,Age Scanner,"This is the stupidest thing ever because it doesn't even tell you your real age. You could put a fingernail on it and it would say YOU'RE AGE IS 45. You could put your pinky fingernail omit and then or says YOU'RE AGE IS 16.Â  IT THE STUPIDEST GAME YOU COULD POSSIBLY GET, besides the EASY button.",,,,negative
donnam,1.0 out of 5 stars,wasn't even close to ages an everyone i tried it ...,"wasn't even close to ages an everyone i tried it on.Â  i got three different ages for me from 17, 27, 47.Â  not impressed",,,,negative
Sandberg,1.0 out of 5 stars,sucks,"This is the stupidest game I have ever got, I am 15 years old and it said I was like 44 and 45...don't get it it will just waste your memory",,,,negative
Michael F.,1.0 out of 5 stars,stupid,I got the game and it was stupid it doesn't even tell your your real age its fake DO NOT GET DONT WASTE YOUR SPACE TO GET THIS CRAP I WOULD RATE IT ZERO STARS IT DOESNT EVEN DESERVE ONE STAR,,,,negative
Nick,1.0 out of 5 stars,Nope,Bad horrible it's awful don't get it horrible app,,,,negative
Katie ramsdell,1.0 out of 5 stars,One Star,Stupid,,,,negative
Glenn,1.0 out of 5 stars,Hmmm..Â  How do I put this politically correctly.,"EFFIN' USELESS!!!!Â  Yep..Â  Thats about as close as I can get.I figured this would have been one of those apps that was mearly fun after a couple of drinks..Â  Nope..Â  Not even that good.Â  Loaded it.. put my thumb on it..Â  hey, got it almost right..Â  wow.. did it again, was off my 20 years..Â  did it again, went 40 years the OTHER direction..Â  Yep..Â  Delete. :):)",,,,negative
Vanessa Clark,1.0 out of 5 stars,This is just...no.,"This game/app is very unaccurate. It's kind of offensive when I, a 12 year old, gets tagged as a 43 year old. It is just a random selection anyway, and usually gives you 1-3 different answers and that's it.",,,,negative
Amazon Customer,1.0 out of 5 stars,wrong,This is sooooo wrong. I am not in my 50s u dumb app! I am not even 25!!!! Don't get this. So bad. Wish i could give it a big 0!!!!! I hate it don't get. U will thank me!!!!! HORRIBLE,,,,negative
Finn and Dex,1.0 out of 5 stars,WORST,Very bad. Not close. Especially bad for people under 16 since that is as low as it goes. Custom age is okay I guess but everything else is terrible!ðððððððð ð ,,,,negative
Kindle Customer,1.0 out of 5 stars,Don't bother.,"If not fake, it's just really dumb.",,,,negative
Tiffany,2.0 out of 5 stars,No,Not that great,,,,negative
lindsay675,1.0 out of 5 stars,One Star,Did not work well. It said my 12 year old was 42.,,,,negative
Ruth,1.0 out of 5 stars,app,"it is a fun toy for a while but it is just that a toy, i am tired of it now",,,,negative
Symajo,1.0 out of 5 stars,So dumb,This does NOT work. It TOTALLY got my age wrong a bunch of times and it didn't work on anyone else. Waste of time.,,,,negative
Zlatuse Tracy,3.0 out of 5 stars,annoying,Every time I put my thumb on the scale my screen blacks out and shuts down. It's REALLY annoying that I have to keep turning on my screen because it takes 2 minutes. I would not get this app if I were you.,,,,negative
doesnt work,1.0 out of 5 stars,sucks,Doesn'tÂ  work at all because it's a scanner and scanners suck because they don't work as well as games I prefer you get minion rush!,,,,negative
Bet'T,1.0 out of 5 stars,Use of age scanner,It didn't tell the truth about anything.Â  I did not like this product will not use again.Â  It is not very good.,,,,negative
Miranda Yalch,1.0 out of 5 stars,don't get it,"Once I got this game, I was wondering if this was actually gonna work. Well as it turns out, when I opened the app and put my thumb on my device, it was totally wrong. Well I tried a couple of more times to see if it would work but it didn't. Once it wasn't telling the truth, I uninstalled it. DO NOT GET THIS GAME!",,,,negative
Samantha diehl,1.0 out of 5 stars,I hate it,This app I stupid it said I was 40 years old,,,,negative
logan mcculloh,1.0 out of 5 stars,ahhhhhhh!!!!!!!!,"I was about to cry.Â  it sucks.Â  I'm serious,each time I played it it was WRONG!!!!!! what the crap ,I was about to punch the screen. thank God I didn't because I had to make this terrible review.bla bla your 50 years old WRONG!!!!!! if any body ever gives this a five star review I cant believe it. they have to be LYING there's no way. if you read this sorry its so long its just this app is so stupid.",,,,negative
L.Wills,1.0 out of 5 stars,boring,This is boring and it is a lie,,,,negative
james mason,1.0 out of 5 stars,bad,It is very bad I don't like it because it always says I am so old if you like it it is your opinion,,,,negative
Deanna Grimes,1.0 out of 5 stars,Don't buy this!,Doesn't work!Â  Only clothing adds pop up when you buy this app!Â  Do not let your children waste their money or coins on it.,,,,negative
Scotty Bats,1.0 out of 5 stars,bad,I did not like it it was never right and it only has two stars I should of known not to get it I deleted It right away.,,,,negative
Elena Nygard,1.0 out of 5 stars,sucked,This game sucked because it didn't even get close my age.Don't get it ever !!!!!!,,,,negative
I LOVE IT,1.0 out of 5 stars,LIES,LIES I'm 8 years old and it said I'm 37 years old LIES,,,,negative
pretty good,1.0 out of 5 stars,bad app,"I highly do not recommend this app. First time that i tried this, it said that i was 18, then the next time it said i was 49, and soon and so on and NEVER said my right age.",,,,negative
KDC,1.0 out of 5 stars,Didn't work at all.,"Terrible,Â  doesn't even work! Such a bad app and for people who did not get this app yet should not get it.",,,,negative
Haylee Blacklock,1.0 out of 5 stars,NEGATIVE 5,Sucked. Tried 5 times1-252-403-344-275-42I'm only 11,,,,negative
asmith6kids,5.0 out of 5 stars,Five Stars,Silly and cute but boring after a bit,,,,negative
jacoby elsbury,1.0 out of 5 stars,sucks,this game just randomly picks numbers. it doesn't even scan your finger print it has the same finger print for everybody. this app is a waste of space and time so delete it don't even bother downloading it.Â  I am 13 and it said I was 56 this app sucks. wish I could give this a 0 it sucks so bad.,,,,negative
pigs9225,1.0 out of 5 stars,this is a lie,this does not work and is a waste of space and you should not dowload it does not even tell a close age,,,,negative
p.cisneros,1.0 out of 5 stars,SUCKS!!!!!!!!!,this game is a waste of space i dont see how people like this game this is very childish trust me u can not pull a prank on anyone with this app suckish if u get it u will regret it,,,,negative
Kristopher M Thornton,4.0 out of 5 stars,LoL,"I actually fell for it....... feel kinda stupid actually.Â  I thought this would read my thumb print - as I was sitting there with my thumb pressed up against the screen it finally hit me, this is just a screen with no scanning functionality.Â  LOL",,,,negative
Ronnie,1.0 out of 5 stars,stupid,So domb. It says im 44. Its also offensive to other people,,,,negative
nyphonejacks,1.0 out of 5 stars,lame,don't care if it is a gag app or not... right thumb 40 years old left thumb 34 and my sexy young girlfriend is 34 also... at least according to this crap... lame stupid boring and waste of space on my device,,,,negative
e.cole,1.0 out of 5 stars,bad,it doesn't work I am 13 and they all say I am 43 or older I no its just a game but then why bother getting it,,,,negative
Arig,1.0 out of 5 stars,I would give it a 0 if I could,I hate is it doesn't work and too many ads,,,,negative
Fifi Miller,1.0 out of 5 stars,Waste of time.,I downloaded this just to try it out and see what it did even though i knew it was another useless fake app. It never guesses your age correctly and even if it did it gets very boring very fast. dont waste your time on this app,,,,negative
Janna V. Dixon,1.0 out of 5 stars,stinks,This app stinks I am 11 and it said I am 34,,,,negative
Luv my family,1.0 out of 5 stars,One Star,Totally wrong.,,,,negative
Devin whitney,1.0 out of 5 stars,stupid and offensive,So all you do is hold your finger on the box and it scans and my age was 40. Not even close to that and that's all you do its boring and stupid don't waste your time on this app!,,,,negative
M. James,1.0 out of 5 stars,Pointless,Waste of time.,,,,negative
mary,1.0 out of 5 stars,dumb stupid,This game is stupid I can't tell my age and why even invent it if I don't work tried twice and I got two different answers,,,,negative
Amazon Customer,1.0 out of 5 stars,really?,This is stupid I'm thirteen and it said im 50,,,,negative
K.Gray,1.0 out of 5 stars,DO NOT BUY THIS,DO NOT BUY THIS IT IS A WASTE OF TIME AND DOESNT EVEN TELL YOU THE RIGHT AGE THIS IS A FAKE OF AN APP,,,,negative
msp,1.0 out of 5 stars,doesn't work,Gives me wrong age..... This doesn't have accurate information,,,,negative
Amelia Santersero,2.0 out of 5 stars,Silly,Thought it to be inaccurate. A silly app. Wouldn't recommend it to anyone. I wouldn't use it again and you shouldn't offer it.,,,,negative
addison,1.0 out of 5 stars,boo,I scanned my finger and it kept on saying 23 and 45 56 34 and stuff like thatGet the app if you want to but it dose not tell the truth and Im 8 years old,,,,negative
Michael Wyckoff,1.0 out of 5 stars,Age Scanner,"Granddaughter downloaded this on my Kindle, kind of stupid and boring,Â  but it was freeÂ  Not worth the time to download",,,,negative
Brittney,3.0 out of 5 stars,Scan me!,Just an ordinary game. Uninstalled it. Not really fun.,,,,negative
cathy,1.0 out of 5 stars,it doesnt work,hi dude wat is up this game stink its a waste of time don't get it I I I I I I I I I I I ii ii. ioi. I. I. i iI i. ii I I I I I I I I I I I I I I I. ii iI I.Â  I I I. I I ii I I. I i iI I. I ii iI. ii. i iI I i ii. i i.Â  Hate it,,,,negative
carrot snatcherÃ°,1.0 out of 5 stars,One Star,it sucks. the closest it got to my age was 5 years.,,,,negative
"James F. Breeden, Breeden",2.0 out of 5 stars,Huh?,"After three tries, it STILL missed my age by years.Â  Interesting concept but it didn't work for me.Â  Not sure how it would work to be more accurate...",,,,negative
Amazon Customer,1.0 out of 5 stars,after a few scans it gets boring. Also,"Although it is gun to see if the scanner gets your age correct, after a few scans it gets boring. Also, the scanner has never gottenu finger print correct but it might work for you.",,,,negative
N Purayil,1.0 out of 5 stars,not funny,It is not that funny. I'm 10 so this nonsense doesn't make me laugh. I want an actual age scanner. Not this stupid app!,,,,negative
Jay A. Nichols,2.0 out of 5 stars,lame,The same 3 ages pop up each time you use it.Â  It makes an incredibly annoying sound too.Â  Uninstalled it.,,,,negative
Pedro de Souza,1.0 out of 5 stars,Trash,"Use your finger tip, your elbow, your b..., or any part of your body to see how it works ""calculating"" your age.It is waste of time.",,,,negative
CJ,2.0 out of 5 stars,funny and stupid,I told my mom she said it stupid and funny they say that she was 68 and said I was 19and 11so this sucks,,,,negative
Jay M.,1.0 out of 5 stars,trash,"It is horrible it said I was 40 and 42 every time ð¡ð¡ð¬ð¬,",,,,negative
Mia,1.0 out of 5 stars,DON'T BUY,Ridiculous and a gimic,,,,negative
AaronâsWife,2.0 out of 5 stars,"Basic, but fun for kids.","This was an app my 10 year old daughter wanted. She thought is was funny, but soon got bored since it really only does one thing.",,,,negative
Jordan Mackenzie Kay Figueroa,1.0 out of 5 stars,completely absurd!,This is the most horrible game ever! I hate this game and so do my kids. I would rather eat 60worms than play this game. The person who made this game should be ashamed of themselves. You should be expecting a bad review from me soon and by the way I just got this today and I already deleted it. I feel like I got the stomach flu playing this game! Absurd!,,,,negative
K,1.0 out of 5 stars,stuped,I am 13 and the game said i was 48. I HATE THIS GAME IT SUCKES.Â  IT SHOULDÂ  BE OFF THE APP STORE.,,,,negative
Angel P Orozco,1.0 out of 5 stars,One Star,App boring,,,,negative
tom,1.0 out of 5 stars,Age scanner,This game is single handedly the worst game ever. The responses are simulated. If I were you I would not download this app.,,,,negative
blue,1.0 out of 5 stars,blah,This game is horrible I touched it with a band aid rapper and it said I was 120 this app is rubbish,,,,negative
Celia,1.0 out of 5 stars,Horrible,It does not work at all and i is bad quality. It is blurry and a wast of my time. Do not get this app,,,,negative
MARCY,1.0 out of 5 stars,most stupid game ever:c,"I hate this game so much. it's a waste of space in the device. it's wayÂ  2 boring after 2secs. if I were you, I wouldn't get this game AT ALL!",,,,negative
Tessa Sherrod,1.0 out of 5 stars,horr,"it doesn't work and is a waste of time for anyone who buys it. Some people say that it is a joke, but if it was, wouldn't i be laughing",,,,negative
Bev Taft,1.0 out of 5 stars,One Star,useless and not dactyak,,,,negative
The Legend of Geekdom,1.0 out of 5 stars,Dumb,Dumb,,,,negative
DistrictPVP,1.0 out of 5 stars,What is this???,"This piece of junk thought I was 58! I'm only 57! Just kidding. But really, they make some pretty bad guesses...",,,,negative
Luis A. Ortiz,1.0 out of 5 stars,totally fakeÃ°Å¸'Å½,Don't get this it's the worst thing ever it says I'm 48! I'm freaking 12!!!!Ã°Å¸Ë,,,,negative
Kindle Customer,1.0 out of 5 stars,my game review,"This the worst game in the history of games I tried this game more than ten times and it was no where close to my age it said 47,36,18,17,20 over and over",,,,negative
jawad,1.0 out of 5 stars,omg,I just hate it.it is so bad to trick people.nothing else to say!!!but...Â  never buy it and search it up!!!!!!!,,,,negative
Jan Thompson,1.0 out of 5 stars,Piece of junk,Seems to just be a random number generator with no hint of guessing or calculating age. There are no options.,,,,negative
m,4.0 out of 5 stars,wrong,funnny to see what age it THINKS you are totally wrong I'm 9 it said 46 not even close at all funny,,,,negative
Amazon Customer,1.0 out of 5 stars,I'm 26 but it says I'm 35,Bad,,,,negative
rb sunderland,1.0 out of 5 stars,Bad really really bad.,"In 3 try I was 42 /27/21 , not even close. Please don't charge money cause this is a crap app",,,,negative
Caroline Padgett,1.0 out of 5 stars,JUNK,I'm 14 years old and it said I as 42 not even close it is a piece of junk DON'T GET IT DUMB STUPID AT LEAST IT WAS FREE OR I WOULD BE MAD JUST DON'T GET IT IF YOU DO YOU ARE CRAZY,,,,negative
destiny tate,3.0 out of 5 stars,things I love about this game and hate about this game,I like the way it does your scanning but I hate the way it gets boring after at least 2 minutes!!!!!!!!!,,,,negative
Martin,1.0 out of 5 stars,terrible,It doesn't even tell you how old you are.This app is terrible for little kids.,,,,negative
matthew,1.0 out of 5 stars,BAD,Horrible app! It only comes up that you you are 53 or 65. I would not get this app EVER again.,,,,negative
Lela,1.0 out of 5 stars,fake,I tried it it said I was 110 I am younger than that but my opinion don't get this app fake,,,,negative
Hannah Cook,1.0 out of 5 stars,One Star,awful does not work has a pattern of ages that it does,,,,negative
diane. .c.,1.0 out of 5 stars,sucky,This app sucks.. Its so crappy,,,,negative
Jordi Perez-Lopez,1.0 out of 5 stars,One Star,Fake for jokes,,,,negative
Joelps,1.0 out of 5 stars,Age Scanner,"Not as much fun as I thought it would be, kind of a waste of time.Â  This is a disappointing app.",,,,negative
lapierre,1.0 out of 5 stars,NOT TRUTHFUL,If I could I would rate 0 stars but sadly it is not a choise.Â  The first thing it told me was I that I was 33 then I tried it again it said I was 18.Â  I tried it a last time and it said I was 37.Â  FYI i'm 11.,,,,negative
DO NOT GET IT!!!!!!,1.0 out of 5 stars,"DO NOT GET IT, IT SUCKS",This app is retarded it just says to put you thumb on the box because it wants to cover the fake finger print I put my pinky on and it showed a way bigger finger print and said I was 56 by the way I'm 40 years younger than that!!!!,,,,negative
Southbysoutheast,1.0 out of 5 stars,"Oh, hum!!",It's really a waste of money.Â  It's cute the first two or three times you ise it but everybody was the same ago...even my cat!!!,,,,negative
Why_This,1.0 out of 5 stars,One Star,Not useful,,,,negative
Shannon O'Dell,1.0 out of 5 stars,Never gets your age right!!!,It is a terrible! I should've known it was gonna be crap.,,,,negative
Joshua Taylor,1.0 out of 5 stars,Doesn't work.,It got my age wrong 32 times and after that I just quit. This is a waste of space and I was just bored so I got it and it sucks.,,,,negative
tay-tay,1.0 out of 5 stars,dumb app,This game is stupid. It didn't give me my age not even close. I wouldn't recommend getting this app at all,,,,negative
Nicholas Winchcombe,4.0 out of 5 stars,come on people!,"this app is not as bad as everyone thinks, if you're mad because this app is inaccurate then your reviews are a waste of space and you should slap yourselves in the face for being so stupid",,,,negative
pinny,1.0 out of 5 stars,One Star,it is bad it really sucks,,,,negative
SomethingSomething Darkside,5.0 out of 5 stars,Creepy and Funny,"Seriously i got scared by this app! 1st time i did it the app got my age right!! I thought it was creepy and kinda funny. If it gets your age wrong then don't get mad, it's just a game!",,,,negative
Joanne Stempihar,1.0 out of 5 stars,I deleted it,I all ready deleted the app.Â  It gave me a different age every time I used it.Â  Waste of memory.,,,,negative
Lindsey Boswell,1.0 out of 5 stars,DO NOT GET THIS GAME!!!!!!,"I'm serious do not get this game. When you put your finger on the scanner, it tells you an age that your not.Also when you put your finger on the scanner a bunch of times, it always changes the age. I RECOMEND YOU NOT GET THIS.",,,,negative
This game is awesome,1.0 out of 5 stars,Does not give real age,I would give it a one star rating because it doesn't give your real age. You could update to get your real age. I also did not find it entertaining. It is sort of boring,,,,negative
Helen Hicks,1.0 out of 5 stars,Age scanner,Does not come any where my age or friends.Â  I do not recommend this to ant oneNot worth getting,,,,negative
Roseygingin,2.0 out of 5 stars,Not a very fun game.,"Dumb. It doesn't do anything. I thought it would be fun. Maybe it would use some math trick, but all it does is throw out a number. It's not even funny.",,,,negative
madison,1.0 out of 5 stars,do not get this games,When you put your finger on it it tells the wrong age it doesn't even tell you what your real age is,,,,negative
G.Park,1.0 out of 5 stars,FAKE,This game is terrible. It proves nothing what so ever. I myself have tried the same finger and received two different age numbers. This is probably just a fun game for dumb people to play.,,,,negative
Amazon Customer,1.0 out of 5 stars,Do not get!!,I hate this it is just guessing your age and is way off!!!!!!!ðððððððð,,,,negative
cali6,2.0 out of 5 stars,the worst,When I first saw it I was like cool but it tells you you're 49The worst app ever.,,,,negative
